od,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99
"(11, 10)",1376.2363634427825,0.1,0.1,1551.1291895952568,0.1,0.1,1312.9833705783194,0.1,1436.9295722157267,0.1,0.1,1458.1112977496969,0.1,1404.322915090787,0.1,0.1,1359.1644323174703,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1460.553010957107,0.1,0.1,0.1,0.1,0.1,0.1,1371.257066226106,0.1,0.1,1330.6630856017048,0.1,0.1,0.1,1392.4958325276405,0.1,1316.7202018282755,0.1,0.1,1292.1809319179342,1377.3084699113801,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1305.8659739141167,1433.4206650591618,0.1,0.1,0.1,1328.7731994879223,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1430.3620956319673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1405.5802599468832,0.1,0.1,0.1,1403.934396208622,1450.830301895235,1414.7917103303644,1355.957158743857,1422.8580218543964,1288.370647977397,0.1,0.1,0.1,1312.0249179664786,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(11, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(11, 12)",0.1,0.1,0.1,1230.4714821157734,1333.8897649620062,0.1,1191.9084404708767,1250.3546231908274,0.1,0.1,0.1,1210.9620576626521,0.1,0.1,0.1,0.1,0.1,1275.9870897740427,0.1,0.1,0.1,0.1,0.1,1314.0289351588613,1274.5094115250015,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1332.4960004885284,0.1,1415.0988479916093,1276.6043914008822,1371.2030297663457,0.1,1277.9710957468058,0.1,0.1,0.1,0.1,1420.5807369814313,1166.2785622383021,0.1,0.1,0.1,0.1,1355.8883802261412,0.1,0.1,0.1,0.1,1277.38557918492,1284.7533719522503,0.1,0.1,0.1,0.1,0.1,1351.8649794393232,1194.9351376963182,1297.6439314405848,0.1,0.1,0.1,1363.5138476804498,1219.9989658394447,0.1,0.1,0.1,1329.318921140751,0.1,1266.8133045182783,0.1,0.1,0.1,1186.1597992481632,1339.8954134699204,0.1,0.1,1249.970230197676,1295.25177592626,0.1,0.1,0.1,1192.6703341200823,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1279.8467698349323,0.1
"(11, 13)",0.1,634.4862696979205,667.7759485571765,0.1,0.1,689.6119134197021,0.1,0.1,0.1,0.1,0.1,0.1,667.4972453690323,667.2747673694404,0.1,663.3032950486732,730.7310110939379,733.2787544736113,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,689.2383972989994,0.1,0.1,0.1,604.2338940811677,647.8363893808034,706.7999532063656,0.1,0.1,0.1,0.1,688.9310030530424,0.1,0.1,0.1,0.1,0.1,664.6388501524516,0.1,722.9899892886737,0.1,0.1,665.414755637496,0.1,0.1,0.1,0.1,0.1,717.2671933950637,0.1,720.6367179670139,0.1,0.1,645.1833956338697,651.7990774136373,0.1,0.1,0.1,785.8445171409203,0.1,646.4549345610836,0.1,0.1,0.1,0.1,0.1,0.1,643.1967868401271,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,733.3607299977682,0.1,0.1,725.5559782144488,628.1085214042921,650.5280601836463,0.1,0.1,0.1,729.6945280336178,0.1,644.3869677620306,649.686812975344,0.1
"(11, 14)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,721.7048797273663,0.1,0.1,788.111346506017,673.9997509991698,670.7439428210083,0.1,0.1,0.1,578.1653549558672,0.1,0.1,679.0780216636658,0.1,0.1,0.1,613.0523384786917,0.1,0.1,635.4648879583011,0.1,0.1,0.1,0.1,732.2086772946489,0.1,0.1,0.1,0.1,606.1167028706109,0.1,0.1,0.1,0.1,0.1,0.1,711.5671610482101,0.1,0.1,0.1,0.1,769.5661804741214,0.1,0.1,695.8555028278564,0.1,0.1,0.1,711.0665461045867,684.7808042549437,0.1,0.1,0.1,0.1,0.1,0.1,584.2483356659335,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,564.0946412755873,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(11, 15)",0.1,0.1,0.1,650.997691756321,0.1,0.1,780.6151143654338,0.1,0.1,0.1,0.1,746.3994287776769,0.1,657.3994399111228,0.1,772.1849034815382,0.1,839.5338780848253,0.1,0.1,0.1,0.1,0.1,733.3767739579255,0.1,0.1,0.1,687.9613893569585,0.1,0.1,0.1,0.1,723.0037971947695,0.1,685.2938449111243,0.1,0.1,0.1,0.1,776.9761039716468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,685.2074888188604,0.1,750.2354048360442,0.1,0.1,0.1,675.3706061334958,606.2090975384286,0.1,0.1,0.1,667.4751461605885,0.1,0.1,725.3866690856477,0.1,0.1,0.1,0.1,0.1,742.2416116928871,0.1,808.6482321156955,0.1,0.1,634.3492438327656,0.1,654.9232583301044,749.9485514379048,0.1,0.1,0.1,672.3317995831376,0.1,0.1,0.1,0.1,0.1,0.1,719.7070725960324,0.1,0.1,0.1,712.9959791649875
"(11, 16)",0.1,0.1,0.1,726.4750139297236,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,559.8599627113816,0.1,0.1,0.1,0.1,0.1,524.8316131045863,0.1,599.9076527429372,680.6662190344061,0.1,620.8053171108658,0.1,0.1,0.1,0.1,0.1,0.1,0.1,596.9711527453622,0.1,0.1,0.1,0.1,681.0673114378349,0.1,0.1,0.1,0.1,0.1,0.1,0.1,619.1165381453498,0.1,0.1,589.0445540058365,0.1,0.1,653.3414073595144,0.1,0.1,0.1,0.1,627.2189969579329,0.1,625.9396210167388,0.1,0.1,0.1,0.1,0.1,0.1,658.3753382557845,0.1,0.1,537.2518107887446,0.1,579.2281378985406,0.1,615.0628864706063,0.1,0.1,0.1,602.7630115199975,0.1,0.1,0.1,0.1,0.1,518.3841567908822,465.8278939032754,0.1,0.1,596.8103906138639,0.1,0.1,608.8213943981332,0.1,0.1,0.1,0.1,0.1,0.1,0.1,605.3483422566911
"(11, 17)",0.1,0.1,0.1,0.1,0.1,0.1,145.9115992411149,0.1,200.98023114713135,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,181.1918691857717,0.1,0.1,230.79125655660715,0.1,0.1,0.1,0.1,0.1,0.1,94.03264101301683,0.1,0.1,190.8711508291495,0.1,0.1,148.59660545558322,159.90289451839857,250.94232169856247,0.1,0.1,0.1,0.1,0.1,118.34983404133791,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,96.41183908840077,122.96403910790299,0.1,0.1,0.1,0.1,354.10140815537494,342.9103401335452,0.1,330.7961768999279,253.08491056146403,0.1,0.1,0.1,266.74209917030964,0.1,203.15775008638747,190.70209732265056,0.1,0.1,0.1,0.1,0.1,0.1,0.1,196.42483863994363,0.1,0.1,0.1,0.1,0.1,187.99337467555824,261.4828875582742,174.0901122176294,187.7720110060061,215.91801883479397,0.1,0.1,0.1,218.04619617157059,0.1,150.46041067124716,0.1
"(11, 18)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,331.06295465811667,0.1,0.1,0.1,0.1,0.1,292.14750927022357,0.1,0.1,282.63276232863456,0.1,324.4296383177643,0.1,0.1,308.9503978355413,0.1,0.1,0.1,0.1,371.5846547094974,0.1,0.1,0.1,285.3888216380873,0.1,310.1038926524026,320.1268693388108,0.1,322.5903301223968,301.51695131588843,0.1,0.1,331.6413771649537,0.1,0.1,0.1,0.1,0.1,304.0560291127869,0.1,0.1,0.1,0.1,0.1,344.6897099023893,208.23279692888823,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,266.9142607368754,0.1,0.1,204.71969221597806,0.1,340.39961582916914,287.1516025278236,0.1,0.1,287.0255290812044,0.1,0.1,216.85405412128992,0.1,0.1,0.1,328.470278712893,0.1,200.33607000958102,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,307.67078460050374,0.1,270.74272725018875,0.1,0.1,0.1,0.1,0.1
"(11, 19)",0.1,0.1,474.14367079658194,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,408.0828807907546,0.1,0.1,370.86926484548883,0.1,0.1,0.1,0.1,0.1,0.1,482.72739958460255,474.87550509912586,0.1,0.1,0.1,0.1,0.1,380.3558072927195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,394.70033582235016,0.1,0.1,332.327016824515,0.1,0.1,0.1,0.1,0.1,375.40814903780023,0.1,0.1,0.1,0.1,512.6106960595041,479.1359901024411,0.1,0.1,0.1,404.93536141732136,0.1,355.75294267833823,343.1002474335379,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,366.41728545008834,393.44510674061684,0.1,0.1,0.1,0.1,0.1,323.7633787784623,0.1,0.1,360.5450605650337,316.17705374267973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,404.1921027917753,432.3891852516016
"(11, 20)",0.1,0.1,0.1,422.4017182590234,0.1,0.1,0.1,319.9199680796015,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,214.20820058573315,309.22678728596543,257.56845098442375,0.1,0.1,0.1,354.8339924894938,0.1,0.1,0.1,0.1,0.1,249.28267369055322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,372.46596763732765,0.1,0.1,0.1,0.1,0.1,0.1,219.54197945320357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,257.4233275275279,290.83662568756705,0.1,0.1,0.1,328.38962321424697,321.4338541156088,0.1,0.1,0.1,0.1,0.1,0.1,347.8950732695573,0.1,0.1,0.1,0.1,0.1,305.4991578556557,228.5724572879201,0.1,296.71751791725393,0.1,0.1,0.1,0.1,338.3869377594383,0.1,0.1,0.1,389.4841459136372,0.1,0.1,0.1,332.8434369711574,0.1,0.1,259.2686709267442,0.1,159.78317548985146,0.1,0.1,0.1,0.1,283.7762564838266
"(11, 21)",0.1,0.1,758.0790473252342,0.1,0.1,0.1,665.242338447133,599.3560815220844,0.1,0.1,0.1,0.1,0.1,0.1,655.9678618094157,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,702.000450218926,661.6900156504435,0.1,685.3320743307826,0.1,0.1,690.8672302819778,0.1,724.1514965572555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,740.6728961749334,0.1,0.1,0.1,0.1,0.1,0.1,585.9686806173214,756.7553781112098,0.1,0.1,0.1,0.1,0.1,0.1,0.1,678.8730565406588,0.1,0.1,0.1,676.8733834258113,0.1,0.1,791.0734364792772,0.1,0.1,0.1,0.1,0.1,0.1,0.1,697.8898302026691,786.106938136819,0.1,0.1,732.4250947736635,0.1,0.1,664.6144738291183,0.1,731.037627955764,0.1,0.1,0.1,638.694543992636,694.9398211222751,675.3530055613362,0.1,733.6215484557039,0.1,0.1,0.1
"(11, 22)",679.1520618266924,0.1,584.0452237500717,632.0809979889748,0.1,0.1,0.1,681.5730705725947,0.1,717.0612580509803,0.1,0.1,0.1,0.1,662.3130344826288,0.1,0.1,0.1,744.8157191457275,0.1,786.1695501715236,0.1,0.1,0.1,0.1,746.9018184813214,0.1,0.1,695.0430261219983,0.1,0.1,0.1,695.0620363271469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,768.5920927053368,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,720.1745670721842,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,761.8468831512747,698.3523031013851,0.1,655.3984394040458,0.1,0.1,713.2029973516223,0.1,782.7949100474466,0.1,0.1,585.1262224064741,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,635.0950164228632,0.1,0.1,774.4351693358506,734.8052342695464,718.8822486455174,0.1,0.1,0.1,711.0910305076013,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(11, 23)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,420.26730965781593,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,522.3985192624873,0.1,470.02114904556265,0.1,0.1,0.1,485.5774385797402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,403.6433523633896,532.4254523259424,0.1,0.1,0.1,0.1,0.1,503.6790650339971,499.609047661811,477.9960134581421,377.48894160373254,0.1,0.1,0.1,446.3725505299813,457.71989858808286,0.1,0.1,0.1,0.1,521.2965207470194,0.1,445.6884629125059,492.247252058333,496.08618568682596,0.1,0.1,0.1,0.1,550.8380582044281,0.1,547.0355235818262,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,476.2490077344605,0.1,0.1,0.1,0.1,0.1,456.94278407092094,537.3152323637574,0.1,0.1,0.1,0.1,0.1,0.1,483.6954813088477,0.1,483.126556169714,0.1,0.1,0.1,0.1,0.1
"(12, 0)",0.1,0.1,427.68850980055356,443.0043433532478,0.1,498.01028912613464,0.1,0.1,525.5007025430122,0.1,0.1,0.1,491.35220355934587,0.1,477.93676983730785,401.7734880741182,0.1,0.1,0.1,510.43454892344363,0.1,0.1,528.9701397778473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,416.30708764071255,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,448.6275046628281,0.1,0.1,461.35734580712,0.1,0.1,498.49687117935275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,478.46998544174266,0.1,0.1,0.1,0.1,462.13041715001674,0.1,0.1,628.953490980035,0.1,0.1,0.1,0.1,0.1,0.1,584.5465317423439,0.1,513.4893165144704,0.1,435.22083503965155,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,466.62391099671913,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,486.0073895006033
"(12, 1)",0.1,0.1,0.1,0.1,0.1,250.7820971142147,0.1,0.1,0.1,0.1,0.1,0.1,0.1,305.68820444641176,277.585811536428,0.1,0.1,0.1,0.1,381.24225974574597,298.27256131873986,0.1,0.1,0.1,0.1,0.1,343.15788163776324,0.1,356.3015440410346,0.1,0.1,0.1,0.1,0.1,408.18094485118326,240.99353247971965,335.24010576911024,278.78053194522624,0.1,0.1,302.42183688267613,375.05347183328456,0.1,0.1,310.87024494520375,0.1,0.1,0.1,239.1451181864841,0.1,0.1,380.61551955708194,260.63535428165443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,300.8615433934743,0.1,0.1,0.1,0.1,314.691500203939,0.1,0.1,187.39874739240622,0.1,348.50645836353124,334.8701126540326,262.13472264692894,0.1,296.087710354838,0.1,0.1,0.1,0.1,469.09359241248586,0.1,0.1,0.1,333.1362482115836,163.01295789502493,294.2160340160075,257.4698227959919,0.1,0.1,0.1,0.1,0.1,378.70254691423406,302.97027762863826,139.99925537516802,0.1,0.1,0.1,0.1
"(12, 2)",0.1,151.4128828860507,0.1,0.1,0.1,0.1,55.07809816130205,0.1,0.1,0.1,0.1,0.1,0.1,157.10320317869542,10.300955145489397,0.1,0.1,94.93428778689945,0.1,0.1,0.1,0.1,0.1,0.1,131.75991130793588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,29.98392832599974,0.1,0.1,107.84277623153989,0.1,0.1,0.1,1e-07,0.1,0.1,0.1,0.1,90.74072039923564,32.80228505165111,0.1,115.42396216436333,0.1,0.1,0.1,87.84374316615049,0.1,0.1,0.1,0.1,0.1,0.1,0.1,134.73978228959533,0.1,0.1,0.1,15.214727989221828,0.1,0.1,0.1,0.1,0.1,0.1,143.80677854601134,0.1,191.05808477515006,0.1,0.1,0.1,0.1,0.1,170.50999159159056,0.1,0.1,0.1,0.1,132.12930348190125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(12, 3)",0.1,0.1,0.1,650.7560966064178,0.1,564.3901752966347,0.1,0.1,633.2138892452763,0.1,0.1,0.1,544.360846041172,579.4920606696222,0.1,629.8591965959191,615.2940065692804,517.5531406012051,0.1,0.1,0.1,620.0107474649124,0.1,0.1,0.1,0.1,0.1,615.8385626465574,0.1,0.1,0.1,0.1,635.6500859616601,546.2793896152585,0.1,0.1,561.1504174495368,662.8934466567378,0.1,0.1,0.1,0.1,0.1,0.1,0.1,692.9502134632253,634.1965893272858,0.1,0.1,0.1,0.1,534.550321658312,667.4711174817784,0.1,0.1,0.1,598.2052924416919,0.1,0.1,0.1,443.7333555201885,0.1,0.1,650.5976460203439,579.8617036538163,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,513.1644647561126,721.4145026827603,0.1,0.1,0.1,0.1,0.1,616.576216009475,0.1,0.1,0.1,573.6059859637988,0.1,0.1,0.1,565.387605037011,673.0515166900847,0.1,0.1,0.1,494.5823972564728,0.1,0.1,0.1,0.1,543.6982395120771
"(12, 4)",0.1,224.00071050432788,0.1,0.1,192.45218050992605,0.1,0.1,0.1,161.11847743331344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,309.16827298976284,0.1,0.1,138.77954663621583,0.1,0.1,0.1,0.1,0.1,207.25582563413548,0.1,131.65415845387002,0.1,260.34704632424337,0.1,141.07022716236335,0.1,0.1,0.1,0.1,200.97814292921777,0.1,0.1,0.1,0.1,0.1,0.1,0.1,231.51359237599033,0.1,0.1,0.1,0.1,202.62852458355567,0.1,265.1269667439367,260.9718272811125,177.6502520935515,0.1,272.85651215854665,0.1,0.1,261.4148883169484,0.1,0.1,0.1,0.1,0.1,198.19702182480415,0.1,0.1,0.1,0.1,0.1,136.06269833923488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,106.96836734631758,0.1,0.1,212.46103118472206,206.35152165327284,0.1,93.36104529488378,132.08687077744622,0.1,0.1,221.085320376844,0.1,0.1,286.90935703833816,0.1
"(12, 5)",278.0352690848866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,260.73507238547705,0.1,0.1,0.1,173.185393827051,117.30830717506092,0.1,0.1,181.3059705603208,210.92731332590458,0.1,0.1,0.1,273.5837536296083,215.9239599377673,0.1,0.1,105.25789909045942,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,138.04636657505534,0.1,0.1,121.15526960151514,0.1,0.1,238.2140963723536,219.23021210025883,0.1,0.1,175.46811273757106,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,160.01096397101264,0.1,0.1,0.1,0.1,163.41122173287732,0.1,0.1,0.1,247.68602415494146,0.1,0.1,173.20370802584767,0.1,0.1,0.1,0.1,193.70201501594886,178.21999438705095,0.1,0.1,242.41621529320935,0.1,0.1
"(12, 6)",0.1,0.1,0.1,0.1,346.40388838612796,0.1,0.1,0.1,0.1,0.1,0.1,428.6849704610851,0.1,0.1,0.1,0.1,0.1,0.1,286.2060471092782,0.1,0.1,0.1,0.1,0.1,0.1,282.0749812676277,0.1,0.1,0.1,0.1,0.1,370.1400057639205,0.1,0.1,475.9375336573996,453.466854707298,0.1,0.1,0.1,335.1543114937414,0.1,454.1989263248164,0.1,0.1,0.1,0.1,0.1,288.18337180929746,0.1,0.1,384.4846236227864,397.07297992125893,0.1,0.1,443.34076397299276,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,328.99904613964156,506.170560383282,0.1,329.58258356405554,0.1,502.86273148933776,0.1,350.8880131871011,311.98315353441507,456.9769363118893,0.1,0.1,0.1,315.3973495802961,0.1,299.7308355001339,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,439.4464212137302,0.1,0.1,0.1,336.6759370291557,432.34121651556086,0.1,346.3279610758921,0.1
"(12, 7)",0.1,0.1,0.1,0.1,588.8845559163732,0.1,0.1,711.6520757231331,0.1,0.1,0.1,0.1,0.1,629.8629117898361,580.4078498693099,0.1,0.1,644.8996302855403,591.3469032010523,0.1,0.1,0.1,580.0240714269094,661.6410113218053,567.4530330440227,0.1,651.4694278358548,0.1,0.1,0.1,525.2356403361318,0.1,0.1,0.1,0.1,0.1,0.1,0.1,667.0313674629539,0.1,0.1,0.1,571.6276512054367,0.1,0.1,0.1,647.0910686755751,731.8758694634829,559.0818568657495,0.1,569.2926609331896,606.0462189089889,0.1,0.1,0.1,641.1116204390202,0.1,0.1,430.71737807154295,0.1,0.1,539.6091881456675,0.1,0.1,637.0648145995885,0.1,0.1,0.1,0.1,0.1,0.1,521.7856361908124,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,558.9851992854068,610.6895125951014,0.1,564.2718721678409,536.2414344588288,0.1,0.1,595.633352936789,0.1,0.1,0.1,0.1,0.1,625.8493691894738,0.1,700.8287881855732,0.1,469.09015914316655,670.5159105330157,0.1
"(12, 8)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,598.9824172960783,0.1,0.1,0.1,615.6075489598638,557.243224036033,0.1,0.1,0.1,0.1,0.1,629.5019605841092,0.1,615.4258509881328,0.1,496.7387571560707,0.1,0.1,0.1,579.470651645913,0.1,0.1,0.1,0.1,665.3207711536174,0.1,523.9656878695611,0.1,0.1,0.1,565.3966877983792,0.1,0.1,0.1,644.4913823743467,0.1,0.1,706.0233382767937,0.1,0.1,606.0780826072631,0.1,0.1,0.1,0.1,568.570128891583,0.1,0.1,0.1,0.1,0.1,0.1,0.1,526.587246045723,555.8917258671905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,567.3284931389474,486.38925709011426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,686.3298528316202,0.1,0.1,640.0950647478745,0.1,0.1,499.77412779744833,0.1,0.1,630.4745968749124
"(12, 9)",1854.2504750873297,0.1,0.1,0.1,1861.561114985338,0.1,0.1,0.1,0.1,1890.7746678525964,0.1,0.1,1746.0776210196502,1881.6952805560095,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1944.0334228130537,0.1,1838.9354521861985,0.1,0.1,0.1,0.1,0.1,0.1,1856.4055590063724,1895.6070267079467,0.1,0.1,0.1,0.1,1875.542640999218,1936.6587394706269,0.1,1919.68360592536,0.1,0.1,0.1,1878.7921743314694,1925.121585452651,0.1,1903.716523606254,0.1,0.1,0.1,0.1,1933.489699881227,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1924.8816703740547,0.1,1796.1297055761827,0.1,0.1,0.1,1806.9648123924803,0.1,1894.1070568943387,0.1,0.1,0.1,0.1,1865.9026559065305,0.1,0.1,0.1,0.1,1955.699087241774,0.1,0.1,0.1,0.1
"(12, 10)",0.1,0.1,0.1,1078.1349258777677,0.1,0.1,931.0605656829562,0.1,0.1,0.1,0.1,1022.4165892110593,1031.2885942680482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1055.8617492692333,0.1,0.1,0.1,0.1,1004.7129301490694,0.1,0.1,0.1,0.1,1010.3269688192662,889.7050754949478,0.1,0.1,1043.6429646597514,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1107.1503731423834,915.9858244339922,0.1,0.1,0.1,0.1,0.1,0.1,830.0480360197616,0.1,0.1,0.1,0.1,0.1,856.0531309966356,0.1,0.1,1034.4633122128803,1044.6066295761777,0.1,0.1,933.6834378754074,0.1,0.1,0.1,948.0101704767502,987.5777383350812,986.3898842786144,0.1,1035.562475584015,0.1,983.0441367145085,0.1,0.1,0.1,0.1,0.1,0.1,0.1,967.5461389139654,0.1,1049.5950375243174,0.1,0.1,0.1,0.1,0.1,1096.4140715860228,0.1,1093.6143911692102,1002.1710335743347,0.1,0.1,0.1,0.1
"(12, 11)",0.1,1235.5593689884788,1373.7511127474795,0.1,0.1,1229.609680569006,0.1,1317.3535274929104,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1192.1182934039643,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1218.6476648684288,0.1,0.1,0.1,1412.3036875539262,0.1,0.1,0.1,1321.1687527033748,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1203.8749263618295,0.1,0.1,1350.5728671450327,0.1,0.1,0.1,0.1,1328.7569230675094,0.1,1319.988728631846,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1343.533482150628,1317.041516097388,0.1,1262.8402153019974,0.1,0.1,1209.904688183181,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1269.3079765522125,0.1
"(12, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
